,before,after
5534,prior.,prior
5535,transeat,transeat
5536,(30v).,
5537,supereminet,supereminet
5538,deficit,deficit
5539,Veterem,ueterem
5540,Iudiciariam,iuditiariam
5541,altus.,altus
5542,tumorosa,tumorosa
5543,"regine,",regine
5544,collocatum.,colocatum
5545,"Chamos,",camos
5546,ydolo,idolo
5547,Machabeorum,macabeorum
5548,Romanorum,romanorum
5549,Ierosolimite,ierosolimite
5550,multipliciter,multipliciter
5551,infestati.,infestati
5552,ingeniis,ingeniis
5553,impugnari.,impugnari
5554,sufficient.Ceterum,suficientceterum
5555,partis,partis
5556,redeamus.,redeamus
5557,"Sylo,",silo
5558,Sanctum,sanctum
5559,"supereminet,",supereminet
5560,"plus,",plus
5561,similiter.,similiter
5562,federis,federis
5563,fecerat,fecerat
5564,Moyses,moises
5565,deserto.,deserto
5566,parvam,paruam
5567,Gabaon,gabaon
5568,monte.,monte
5569,maximum.,maximum
5570,Istius,iscius
5571,miserunt,miserunt
5572,fraudulenter,fraudulenter
5573,facientes,facientes
5574,fedus,fedus
5575,remotis,remotis
5576,constituti.,constituti
5577,ambulans,ambulans
5578,specie,specie
5579,agnitus,agnitus
5580,fractione,fractione
5581,panis.,panis
5582,Nicopolis,nicopolis
5583,dicitur.De,diciturde
5584,inferior,inferior
5585,Mach.,mac
5586,Dyospolim,diospolim
5587,Liddam,liddam
5588,Cariathiarim,cariatiarim
5589,(31r),
5590,Gabaonitarum.,gabaonitarum
5591,reducta.,reducta
5592,"Lachis,",lacis
5593,"Gabaonitarum,",gabaonitarum
5594,obsedit,obsedit
5595,Sennacherib,sennacerib
5596,Ezecyie.,eseciie
5597,Beniamin.De,beniaminde
5598,Bethsames,betsames
5599,differentiam,diferentiam
5600,Iude.,iude
5601,Attamen,atamen
5602,<extra>,extra
5603,mare.,mare
5604,Raraha,raraha
5605,Estahel,estahel
5606,terminum,terminum
5607,accepit,accepit
5608,sortem.,sortem
5609,vacce,uacce
5610,Accaron,accaron
5611,reduxerunt,reduxerunt
5612,archam,arcam
5613,Bethsamite,betsamite
5614,metebant,metebant
5615,circitum,circitum
5616,mortua,mortua
5617,"plebis,",plebis
5618,vidissent,uidissent
5619,nudam.,nudam
5620,"Sophim,",sopim
5621,Sita,sita
5622,planus.,planus
5623,Arimathia,arimatia
5624,decurio,decurio
5625,sepelivit,sepeliuit
5626,Samuel,samaut
5627,Hodie,hodie
5628,Ramula.,ramula
5629,Ramula,ramula
5630,"Ioppe,",ioppe
5631,lonas,lonas
5632,navem,nauem
5633,fugere,fugere
5634,"Tharsis,",tarsis
5635,insulas,insulas
5636,maris.,maris
5637,hospicium,hospicium
5638,"Petri,",petri
5639,scopuli,scopuli
5640,fabulas,fabulas
5641,Andromeda,andromeda
5642,Cephei,cepei
5643,relegata,relegata
5644,devoranda,deuoranda
5645,belua,belua
5646,marina,marina
5647,Perseo,perseo
5648,liberata.,liberata
5649,"Iamnia,",iamnia
5650,portus,portus
5651,machabeus,macabeus
5652,succendit,succendit
5653,ignis,ignis
5654,videretur.De,uidereturde
5655,veri,ueri
5656,"insignis,",insignis
5657,unius.,unius
5658,Prius,prius
5659,Rachel,racel
5660,py(31v)ramis,piramis
5661,"imminet,",iminet
5662,monumenti,monumenti
5663,supponens,supponens
5664,grandes,grandes
5665,numerum,numerum
5666,Rachel.,racel
5667,Inveniuntur,inueniuntur
5668,lapilli,lapili
5669,cycera,cicera
5670,"dispositi,",dispositi
5671,<vidi>,uidi
5672,solent,solent
5673,Contra,contra
5674,Ader,ader
5675,gregis,gregis
5676,aliquo,aliquo
5677,mortem,mortem
5678,Rachelis,racelis
5679,"mansisse,",mansisse
5680,pecora,pecora
5681,pavisse.,pauisse
5682,bethleem,betleem
5683,arcuum,arcuum
5684,pastores,pastores
5685,custodientes,custodientes
5686,vigilias,uigilias
5687,audierunt,audierunt
5688,cantantes,cantantes
5689,‘Gloria,gloria
5690,Deo.’,deo
5691,nunciaverunt,nuntiauerunt
5692,natum,natum
5693,"arto,",arto
5694,extendit.,extendit
5695,"introitum,",introitum
5696,desideravit,desiderauit
5697,bibere,bibere
5698,presidio.,presidio
5699,"quadam,",quadam
5700,"stabulo,",stabulo
5701,presepe,presepe
5702,excisum,excisum
5703,"petra,",petra
5704,moris,moris
5705,mundo,mundo
5706,"matre,",matre
5707,"iusticie,",iusticie
5708,ostendens,ostendens
5709,nativitate,naciuitate
5710,tenebras,tenebras
5711,"ablaturum,",ablaturum
5712,sordibus,sordibus
5713,oriri,oriri
5714,loci.,loci
5715,"capacior,",capatior
5716,"distans,",distans
5717,"presepe,",presepe
5718,mox,mox
5719,bove,boue
5720,asino,asino
5721,involutus,inuolutus
5722,reclinatus.,reclinatus
5723,"rupem,",rupem
5724,chorum,corum
5725,ascensus.,ascensus
5726,dulcissime,dulcissime
5727,causas,causas
5728,assignavi.,assignaui
5729,sumptuose,sumptuose
5730,"illum,",ilum
5731,(32r),
5732,"peperit,",peperit
5733,tabulam,tabulam
5734,"marmoream,",marmoream
5735,nudo,nudo
5736,Similiter,similiter
5737,presepis,presepis
5738,iacuit,iacuit
5739,relicta,relicta
5740,nuda.,nuda
5741,fideles,fideles
5742,devotissime,deuotissime
5743,osculantur.,osculantur
5744,steti,steti
5745,"locis,",locis
5746,amplexando.,amplexando
5747,100,
5748,passus.,passus
5749,audivi,audiui
5750,dixerit,dixerit
5751,devotam,deuotam
5752,orbe,orbe
5753,Bethlemitana.,betlemitana
5754,ordines,ordines
5755,disposite,disposite
5756,nobilissime,nobilissime
5757,multitudine,multitudine
5758,stupende.,stupende
5759,Preter,preter
5760,navis,nauis
5761,trabes,trabes
5762,pulcherrimo,pulcerrimo
5763,creatione,creatione
5764,adventum,aduentum
5765,iudicium.,iudicium
5766,Totum,totum
5767,stratum,stratum
5768,colorum,colorum
5769,generum.,generum
5770,Parietes,parietes
5771,absidimi,absidimi
5772,tabulis,tabulis
5773,mira,mira
5774,varietate,uarietate
5775,pictura,pictura
5776,"decorat,",decorat
5777,pretium,precium
5778,opinionem,opinionem
5779,multorum,multorum
5780,estimari.,estimari
5781,Incredibilia,incredibilia
5782,<dici>,dici
5783,scribi.,scribi
5784,"honorant,",honorant
5785,precipue,precipue
5786,Bethleem.,betleem
5787,gloriosum.,gloriosum
5788,Soldanus,soldanus
5789,ornatum,ornatum
5790,tabulas,tabulas
5791,preciosas,pretiosas
5792,precepit,precepit
5793,portari,portari
5794,"Babiloniam,",babiloniam
5795,palatium,palacium
5796,edificare.,edificare
5797,Mira,mira
5798,res!,res
5799,Artificibus,artificibus
5800,"accedentibus,",accedentibus
5801,soldano,soldano
5802,astante,astante
5803,sano,sano
5804,integro,integro
5805,"pariete,",pariete
5806,acus,acus
5807,videbatur,uidebatur
5808,"penetrare,",penetrare
5809,serpens,serpens
5810,mire,mire
5811,primeque,primeque
5812,tabule,tabule
5813,morsum,morsum
5814,dedit.,dedit
5815,Tabula,tabula
5816,transversum,transuersum
5817,crepuit.,crepuit
5818,Secundam,secundam
5819,adiit,adiit
5820,terciamque,tertiamque
5821,19,
5822,accidit.,accidit
5823,Omnibus,omnibus
5824,stupentibus,stupentibus
5825,propositum,propositum
5826,revocante,reuocante
5827,(32v),
5828,disparuit.,disparuit
5829,Remansit,remansit
5830,remanet,remanet
5831,prius.,prius
5832,Vestigia,uestigia
5833,serpentis,serpentis
5834,conbustio,conbustio
5835,igne,igne
5836,mirabile,mirabile
5837,procedere,procedere
5838,planissimus,planissimus
5839,politissimus,politissimus
5840,vitrum.,uitrum
5841,claustri,claustri
5842,"monachorum,",monacorum
5843,descendendo,descendendo
5844,quosdam.,quosdam
5845,claustro,claustro
5846,cella,cela
5847,Ieronimi,ieronimi
5848,lectus,lectus
5849,officine,oficine
5850,"claustri,",claustri
5851,prefuisse.,prefuisse
5852,innocentum,innocentum
5853,"interfecta,",interfecta
5854,corpora,corpora
5855,requiescunt.,requiescunt
5856,Paule,paule
5857,Eustochium,eustocium
5858,filie,filie
5859,earumdem.,earumdem
5860,Borech,borec
5861,optimo,optimo
5862,"vino,",uino
5863,melius.,melius
5864,Incole,incole
5865,villarum,uilarum
5866,adiacencium.,adiacencium
5867,Raphaym,rapaim
5868,Botri,botri
5869,excellunt,excelunt
5870,"bonitate,",bonitate
5871,vineas,uineas
5872,"has,",has
5873,privilegium,priuilegium
5874,manendi,manendi
5875,colendi,colendi
5876,"eas,",eas
5877,reddunt,reddunt
5878,censum,censum
5879,magnum.,magnum
5880,Adonibezech,adonibesec
5881,cesis,cesis
5882,summitatibus,sumitatibus
5883,pedum.,pedum
5884,collis,colis
5885,Achile,acile
5886,herode,herode
5887,inexpugnabili,inexpugnabili
5888,Messeda,messeda
5889,appellatus.,appelatus
5890,Saulem,saulem
5891,fugiens,fugiens
5892,latuisse.,latuisse
5893,collem,colem
5894,Techua,tecua
5895,Amos,amos
5896,Ozochias,osocias
5897,vecte,uecte
5898,Techue.,tecue
5899,Benedictionis,benedictionis
5900,Io(33r)saphat,iosapat
5901,Ydumeos,idumeos
5902,Quarentene,quarentene
5903,"edificatum,",edificatum
5904,Herodion,herodion
5905,Iosephus.,iosepus
5906,Zeph,sep
5907,Zyph,sip
5908,latuisse,latuisse
5909,*5.,
5910,"Mahon,",mahon
5911,Carmelus,carmelus
5912,Nabal,nabal
5913,"Carmelus,",carmelus
5914,nuntios,nuntios
5915,Davidis,dauidis
5916,"repulit,",repulit
5917,uxorem,uxorem
5918,Abygail,abigail
5919,mortuo.,mortuo
5920,Deserto,deserto
5921,Mahon,mahon
5922,Ydumea.,idumea
5923,missi,missi
5924,circuire.,circuire
5925,Amalech,amalec
5926,iussus,iussus
5927,subvertere,subuertere
5928,interfectis,interfectis
5929,limitem,limitem
5930,"Barne,",barne
5931,"exploratores,",exploratores
5932,iussi,iussi
5933,circuire,circuire
5934,Rubri.,rubri
5935,Bethakar,betakar
5936,"loco,",loco
5937,excelsa,excelsa
5938,latibulorum,latibulorum
5939,Abarim.,abarim
5940,"Sur,",sur
5941,Geth,get
5942,Acaron,acaron
5943,Azotum,asotum
5944,Iamnam,iamnam
5945,Ascalonem,ascalonem
5946,Iuda.,iuda
5947,"regiam,",regiam
5948,"Manbre,",manbre
5949,hylicem,hilicem
5950,Manbre,manbre
5951,viros,uiros
5952,recepit,recepit
5953,hospitio,hospitio
5954,18.,
5955,Ylex,ilex
5956,(33v),
5957,Abrahe.,abrahe
5958,"aruit,",aruit
5959,nata,nata
5960,fructu,fructu
5961,maiora,maiora
5962,lentiscus,lentiscus
5963,quercus.De,quercusde
5964,ylice,ilice
5965,Manbra,manbra
5966,Acharbe,acarbe
5967,annis.,annis
5968,destructa,destructa
5969,nova,noua
5970,"illo,",ilo
5971,"duplex,",duplex
5972,sepulti,sepulti
5973,Adam,adam
5974,"Eva,",eua
5975,"Sara,",sara
5976,Ysaac,isaac
5977,"Rebecca,",rebecca
5978,Lya.,lia
5979,duplex,duplex
5980,335,
5981,naturalem,naturalem
5982,quadratum,quadratum
5983,suprema,suprema
5984,vertentia,uertentia
5985,Ade,ade
5986,Eve.,eue
5987,"Abraham,",abraham
5988,"omnes,",omnes
5989,vertentes,uertentes
5990,cyboria,ciboria
5991,candida,candida
5992,Eve,eue
5993,nigriora,nigriora
5994,"aliquantulum,",aliquantulum
5995,denigrata.,denigrata
5996,Eva,eua
5997,requiescit.,requiescit
5998,Feminarum,feminarum
5999,vilioris,uilioris
6000,scematis,scematis
6001,"virorum,",uirorum
6002,miror,miror
6003,"viderunt,",uiderunt
6004,duplici,duplici
6005,"superiori,",superiori
6006,femine,femine
6007,"inferiori,",inferiori
6008,sint,sint
6009,"locate,",locate
6010,"deneget,",deneget
6011,duplicem,duplicem
6012,kathediali,katediali
6013,firmam,firmam
6014,sicco,sicco
6015,plano,plano
6016,aliquem,aliquem
6017,Sepulchra,sepulcra
6018,(34r),
6019,patriacharum,patriacarum
6020,visitavi,uisitaui
6021,mansi,mansi
6022,kathedrali,katedrali
6023,mameriam,mameriam
6024,"Mecham,",mecam
6025,Machumet,macumet
6026,sepultus.De,sepultusde
6027,Damascenus.,damascenus
6028,plasmatus,plasmatus
6029,Adam.,adam
6030,rubeam,rubeam
6031,flexibilis,flexibilis
6032,"cera,",cera
6033,visitantes,uisitantes
6034,portant,portant
6035,camelis,camelis
6036,Egiptum,egiptum
6037,Ethiopiam,etiopiam
6038,speciebus,speciebus
6039,caris,caris
6040,vendentes,uendentes
6041,fossio,fossio
6042,"revoluto,",reuoluto
6043,quantumcumque,quantumcumque
6044,"fossio,",fossio
6045,miraculose,miraculose
6046,"repletur,",repletur
6047,oblitus,oblitus
6048,querere,querere
6049,veritatem,ueritatem
6050,dico,dico
6051,essem,essem
6052,sedissent,sedissent
6053,profundior,profundior
6054,scapulas,scapulas
6055,meas.,meas
6056,quicumque,quicumque
6057,portat,portat
6058,animal,animal
6059,offendit,ofendit
6060,infunditur.,infunditur
6061,Hominem,hominem
6062,casu,casu
6063,incolumem,incolumem
6064,conservare.,conseruare
6065,delectabilis,delectabilis
6066,manendum.De,manendumde
6067,Abel,abel
6068,fratrem,fratrem
6069,4.,
6070,interfectum,interfectum
6071,luxerunt,luxerunt
6072,lecti,lecti
6073,"scaturiens,",scaturiens
6074,biberunt.,biberunt
6075,Fere,fere
6076,"Dabyr,",dabir
6077,Gariach,gariac
6078,Sepher,seper
6079,"litterarum,",literarum
6080,Cenez,cenes
6081,Caleph,calep
6082,iunior,iunior
6083,(34v),
6084,Axam,axam
6085,filiam,filiam
6086,irriguum,irriguum
6087,inferius.,inferius
6088,declinat,declinat
6089,"Neellescol,",neelescol
6090,exploratores,exploratores
6091,tulerunt,tulerunt
6092,palmitem,palmitem
6093,"uva,",uua
6094,portabant,portabant
6095,viri.,uiri
6096,levam,leuam
6097,loucam,loucam
6098,"rivus,",riuus
6099,baptizavit,baptisauit
6100,eunuchum,eunucum
6101,"Candatis,",candatis
6102,regine,regine
6103,Ethiopum.,etiopum
6104,Sicelech,sicelec
6105,Achis,acis
6106,"mensibus,",mensibus
6107,Symeon.,simeon
6108,Neellescol,neelescol
6109,"Zacharie,",sacarie
6110,virgo,uirgo
6111,recessit,recessit
6112,salutavit,salutauit
6113,"Elysabeth,",elisabet
6114,Baptista.,baptista
6115,Nobe,nobe
6116,"oppidum,",oppidum
6117,Bethonopolis,betonopolis
6118,"Dyospolim,",diospolim
6119,Abimeleth,abimelet
6120,"sacerdotem,",sacerdotem
6121,gladium,gladium
6122,Golye,golie
6123,panes.,panes
6124,Zacharie,sacarie
6125,leu.,leu
6126,Thecuam,tecuam
6127,Sanctus,sanctus
6128,Karithon,kariton
6129,"monachis,",monacis
6130,migrante,migrante
6131,"migraverunt,",migrauerunt
6132,Bedlehem,bedlehem
6133,australis,australis
6134,secunde,secunde
6135,Achon,acon
6136,"alie,",alie
6137,Cayphas,caipas
6138,lictore,lictore
6139,"Maris,",maris
6140,leuca.,leuca
6141,pre,pre
6142,unquam,unquam
6143,possederunt,possederunt
6144,Christiani.,cristiani
6145,mirabilibus,mirabilibus
6146,fortibus,fortibus
6147,"turribus,",turribus
6148,expungnare.,expungnare
6149,Caipha,caipa
6150,"vie,",uie
6151,"Peregrinum,",peregrinum
6152,mansio,mansio
6153,Helye,helie
6154,"castrum,",castrum
6155,(35r),
6156,"Carmelite,",carmelite
6157,mari.,mari
6158,Peregrino,peregrino
6159,"Cesarea,",cesarea
6160,"metropolis,",metropolis
6161,arciepiscopalis.,arciepiscopalis
6162,"Dor,",dor
6163,Pyrgus,pirgus
6164,"Stratonis,",stratonis
6165,instauravit,instaurauit
6166,structturis,structuris
6167,munitione,munitione
6168,scribit.,scribit
6169,Cingitur,cingitur
6170,palude,palude
6171,"aquosa,",aquosa
6172,plurimi,plurimi
6173,"cocodrilli,",cocodrili
6174,nesciebam,nesciebam
6175,essem.,essem
6176,"firmum,",firmum
6177,habebant,habebant
6178,mansionem.,mansionem
6179,Cornelium,cornelium
6180,"baptizavit,",baptisauit
6181,episcopus.,episcopus
6182,Gentes,gentes
6183,primum,primum
6184,recepererunt,recepererunt
6185,gratiam,gratiam
6186,spiritus,spiritus
6187,sancti.,sancti
6188,Paulus,paulus
6189,preside,preside
6190,Tertullum,tertulum
6191,oratorem,oratorem
6192,Iudeorum,iudeorum
6193,elegantissime,elegantissime
6194,disputavit.,disputauit
6195,"stadiis,",stadiis
6196,miliaria.Inde,miliariainde
6197,Dora,dora
6198,Assur,assur
6199,Antypatrida,antipatrida
6200,Antypatri,antipatri
6201,"filio,",filio
6202,"Hospitalis,",hospitalis
6203,"perdiderint,",perdiderint
6204,solvunt,soluunt
6205,heredibus,heredibus
6206,34,
6207,bisanciorum,bisantiorum
6208,eternum.,eternum
6209,Ionas,ionas
6210,navem.,nauem
6211,"Philistinorum,",pilistinorum
6212,Ybilim,ibilim
6213,captam,captam
6214,remiserunt,remiserunt
6215,senioribus,senioribus
6216,000,
6217,"Modyn,",modin
6218,"Machabei,",macabei
6219,demonstrantur,demonstrantur
6220,Bethsamis,betsamis
6221,"Acharon,",acaron
6222,(35v),
6223,austeum,austeum
6224,Azotus,asotus
6225,redacta,redacta
6226,modicum.,modicum
6227,"Egiptum,",egiptum
6228,Aschalona,ascalona
6229,figuram,figuram
6230,"semicirculi,",semicirculi
6231,robur,robur
6232,Philistinorum.,pilistinorum
6233,"Gaza,",gasa
6234,Gazaris,gasaris
6235,"diebus,",diebus
6236,13,
6237,Ebelin,ebelin
6238,promissionis,promissionis
6239,peregrinantes.,peregrinantes
6240,Hebron,hebron
6241,Gaza.,gasa
6242,"Racho,",raco
6243,Manatat,manatat
6244,"miliciam,",militiam
6245,custodit,custodit
6246,Sichem,sicem
6247,Iherusalem.,ierusalem
6248,"Sarone,",sarone
6249,oppidi,oppidi
6250,mencio,mentio
6251,Actibus,actibus
6252,Apostolorum.,apostolorum
6253,laucas,laucas
6254,"Lidda,",lidda
6255,Dispolis,dispolis
6256,suscitavit,suscitauit
6257,"Thabitam,",tabitam
6258,bonum.,bonum
6259,"Lebna,",lebna
6260,"Iosue,",iosue
6261,"Assiriorum,",assiriorum
6262,sicud,sicud
6263,Azyda,asida
6264,"opidum,",opidum
6265,Maceda,maceda
6266,"illud,",ilud
6267,absconderunt,absconderunt
6268,Sochoth,socot
6269,Therebinti,terebinti
6270,Philistum,pilistum
6271,"fuerant,",fuerant
6272,funda,funda
6273,prostravit,prostrauit
6274,Golyath,goliat
6275,Philisteum.Inde,pilisteuminde
6276,leuciam,leutiam
6277,Ioppen,ioppen
6278,"Nobe,",nobe
6279,leuce.,leuce
6280,leu(36r)ca,leuca
6281,Raphaim,rapaim
6282,dextera,dextera
6283,Machabeorum.,macabeorum
6284,dimidia.,dimidia
6285,ubertate,ubertate
6286,scribitur,scribitur
6287,egregia,egregia
6288,"terras,",terras
6289,"quibusdam,",quibusdam
6290,"consideraverit,",considerauerit
6291,contrarium,contrarium
6292,videatur.,uideatur
6293,frumento,frumento
6294,labore,labore
6295,crescit.,crescit
6296,"bubus,",bubus
6297,trahitur,trahitur
6298,aratrum,aratrum
6299,neccesse,neccesse
6300,equos,equos
6301,annectere,annectere
6302,facilitatem,facilitatem
6303,"arandi,",arandi
6304,stercorari,stercorari
6305,agros.,agros
6306,Herbas,herbas
6307,sponte,sponte
6308,profert,profert
6309,humus:,humus
6310,"feniclium,",feniclium
6311,"salvia,",saluia
6312,rose,rose
6313,passim,passim
6314,"crescunt,",crescunt
6315,lana,lana
6316,succida,succida
6317,crescit,crescit
6318,frutectis,frutectis
6319,genua,genua
6320,viti,uiti
6321,foliis,foliis
6322,similia.,similia
6323,folliculi,foliculi
6324,parvi,parui
6325,"lana,",lana
6326,festum,festum
6327,Michah[el]is.,micahelis
6328,Canne,canne
6329,cannis,cannis
6330,communibus,comunibus
6331,"exterius,",exterius
6332,maiores,maiores
6333,multo.,multo
6334,Interius,interius
6335,"plene,",plene
6336,porosa,porosa
6337,substantia,substantia
6338,virgis,uirgis
6339,sambuci.,sambuci
6340,collecte,colecte
6341,inciduntur,inciduntur
6342,medie,medie
6343,"palme,",palme
6344,exprimuntur,exprimuntur
6345,prelo.,prelo
6346,expressum,expressum
6347,dispositum,dispositum
6348,coquitur,coquitur
6349,caldariis,caldariis
6350,ereis,ereis
6351,fortissimie,fortissimie
6352,"spumaque,",spumaque
6353,"colligitur,",coligitur
6354,ponitur,ponitur
6355,seorsum,seorsum
6356,cophinis,copinis
6357,subtilibus,subtilibus
6358,viminibus,uiminibus
6359,"contextis,",contextis
6360,grossioris,grossioris
6361,substantie,substantie
6362,siccatum,siccatum
6363,zuccara,succara
6364,efficitur.,eficitur
6365,distillat,distilat
6366,mel,mel
6367,nobilissimum,nobilissimum
6368,condiendis,condiendis
6369,cibariis,cibariis
6370,aptum.,aptum
6371,digiti,digiti
6372,"paulominus,",paulominus
6373,particule,particule
6374,nodum,nodum
6375,"habeant,",habeant
6376,canna.,canna
6377,subterrantur,subterrantur
6378,verno,uerno
6379,canales,canales
6380,"irrigari,",irrigari
6381,particulis,particulis
6382,nove,noue
6383,canne.,canne
6384,Ita,ita
6385,qualibet,qualibet
6386,(36v),
6387,particula,particula
6388,"oriantur,",oriantur
6389,singule,singule
6390,utraque,utraque
6391,nodi.,nodi
6392,pira,pira
6393,neque,neque
6394,"poma,",poma
6395,raro,raro
6396,cesura,cesura
6397,nuces,nuces
6398,"plures,",plures
6399,copia,copia
6400,diu,diu
6401,durant,durant
6402,nimiam,nimiam
6403,arbore,arbore
6404,decoctionem.,decoctionem
6405,annum,annum
6406,"conservantur,",conseruantur
6407,utuntur,utuntur
6408,anno.,anno
6409,Simul,simul
6410,semel,semel
6411,flores,flores
6412,simul,simul
6413,"fructu,",fructu
6414,vocantur,uocantur
6415,naranges,naranges
6416,"lemones,",lemones
6417,poma,poma
6418,"Ade,",ade
6419,cedrina,cedrina
6420,crocea,crocea
6421,cantari.,cantari
6422,indigene,indigene
6423,composiciones,compositiones
6424,aromaticas,aromaticas
6425,electuaria,electuaria
6426,bona.,bona
6427,paradysi,paradisi
6428,quantitatem,quantitatem
6429,cophini,copini
6430,grossi,grossi
6431,"inferius,",inferius
6432,acuti,acuti
